age,engine,mileage,price,brand_Audi,brand_Citroën,brand_Fiat,brand_Honda,brand_Hyundai,brand_Jaguar,brand_Kia,brand_Mazda,brand_Mercedes,brand_Mitsubishi,brand_Nissan,brand_Opel,brand_Peugeot,brand_Porsche,brand_Renault,brand_Smart,brand_Tesla,brand_Toyota,brand_VW,brand_Volvo
1,100.0,7.179,21.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,460.0,7.5,169.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,158.0,25.69,62.974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,300.0,4.69,71.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,60.0,2.85,14.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,230.0,4.489,66.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,8.038,63.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,10.049,66.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,8.023,66.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,300.0,15.99,65.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100.0,14.034,21.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,230.0,12.99,71.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,4.342,65.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,10.134,64.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,300.0,1.5,69.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,3.618,72.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,6.256,69.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,246.0,123.461,41.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,42.0,17.433,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,110.0,9.6,19.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,42.0,43.2,9.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,150.0,15.0,31.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100.0,13.957,21.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,269.0,166.0,32.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,100.0,10.0,29.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,80.0,1.01,23.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,150.0,10.0,32.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,49.0,1.2,9.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,150.0,5.1,29.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,300.0,10.19,68.888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,35.0,28.8,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,241.0,28.3,71.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,150.0,15.0,37.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,67.0,23.036,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,150.0,15.0,31.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,150.0,15.0,31.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,110.0,1.5,23.875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,244.0,86.0,59.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,80.0,32.39,14.905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,150.0,10.0,31.842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,150.0,50.0,33.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,150.0,50.0,33.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,294.0,3.8,62.983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100.0,100.0,28.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,42.0,32.0,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,150.0,10.0,30.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,150.0,15.0,29.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,57.0,594.0,34.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,150.0,10.9,26.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,52.0,37.72,10.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,319.0,11.0,113.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,300.0,38.4,60.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,16.0,62.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,110.0,5.394,21.989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,15.655,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,460.0,13.9,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,300.0,4.0,75.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,2.568,73.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,107.0,2.5,22.995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,107.0,2.9,21.495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,60.0,18.021,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,339.0,18.25,45.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,459.0,20.182,159.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,158.0,2.287,68.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,3.258,63.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,9.5,75.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,300.0,7.8,67.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,67.0,34.113,6.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,300.0,4.05,66.475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,460.0,9.0,149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,42.0,5.98,12.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,230.0,12.7,67.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,300.0,9.96,69.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,80.0,5.134,14.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,64.0,13.646,8.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,64.0,19.761,8.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,64.0,20.57,8.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,64.0,18.1,8.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,64.0,13.2,8.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,64.0,11.2,8.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,300.0,10.99,75.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,6.0,75.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100.0,4.167,14.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,79.0,11.79,10.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,42.0,70.893,8.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,300.0,6.9,69.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,64.0,19.99,9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,230.0,8.02,56.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,230.0,7.383,65.339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,67.0,30.65,8.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,67.0,14.22,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,300.0,18.729,67.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,460.0,8.0,146.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,42.0,27.9,11.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,230.0,8.8,68.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,64.0,64.002,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,42.0,33.0,9.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,300.0,3.435,67.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,158.0,1.084,74.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100.0,12.3,20.83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,300.0,6.9,68.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,350.0,15.75,47.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,319.0,7.86,114.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,460.0,10.702,169.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,300.0,4.1,77.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,107.0,4.5,22.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,158.0,1.565,76.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100.0,13.937,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,264.0,4.007,68.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,60.0,14.2,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,300.0,2.55,64.575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,294.0,4.999,71.89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,80.0,43.052,14.549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,8.875,67.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,89.0,18.09,18.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,64.0,21.9,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,100.0,7.179,21.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,67.0,40.0,8.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,107.0,50.0,26.449,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,107.0,10.0,23.949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,14.9,74.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,83.0,19.98,14.929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,264.0,12.5,64.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,67.0,24.044,11.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,60.0,17.32,8.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,158.0,3.068,74.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100.0,21.0,26.222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,350.0,8.55,47.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,460.0,6.712,142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,150.0,9.6,23.979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,110.0,4.5,24.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,460.0,8.0,143.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,258.0,42.5,43.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,58.0,24.943,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,42.0,25.0,10.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,230.0,12.76,62.929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,300.0,8.6,76.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,42.0,44.4,9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,64.0,34.48,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,80.0,23.975,15.949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,42.0,124.35,5.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,241.0,103.0,59.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,80.0,69.01,13.98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,67.0,25.466,9.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,67.0,27.1,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,310.0,127.0,41.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,80.0,21.528,15.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,107.0,2.3,23.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,230.0,12.3,68.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
